enrollee_id,city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,target
19544,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Pvt Ltd,1.0
13681,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
3187,city_36,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,0.0
13941,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,0.0
12597,city_28,Male,No relevent experience,no_enrollment,Graduate,Humanities,12,50-99,Public Sector,0.0
20003,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,0.0
14079,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Funded Startup,1.0
29307,city_138,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,1.0
13597,city_36,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,0.0
26696,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,0.0
5149,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1.0
4964,city_97,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Other,0.0
11815,city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,0.0
11092,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,0.0
30485,city_98,Male,No relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,0.0
10409,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,0.0
20207,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,20,50-99,Pvt Ltd,0.0
1986,city_73,Male,Has relevent experience,Part time course,Graduate,STEM,7,10/49,Public Sector,0.0
31290,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,19,<10,Early Stage Startup,0.0
28992,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,0.0
6011,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Early Stage Startup,1.0
20555,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
33183,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,0.0
756,city_23,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Funded Startup,0.0
19984,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,4,1000-4999,Pvt Ltd,1.0
21639,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,0.0
21360,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,1.0
16778,city_21,Male,No relevent experience,Full time course,Masters,STEM,1,500-999,Pvt Ltd,0.0
20452,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Public Sector,0.0
30243,city_100,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,1.0
12425,city_136,Male,No relevent experience,no_enrollment,Phd,STEM,>20,500-999,Public Sector,0.0
29880,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,0.0
1559,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,0.0
4722,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,6,500-999,Pvt Ltd,0.0
18489,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,<1,500-999,Pvt Ltd,0.0
683,city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,0.0
19849,city_100,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,0.0
29679,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,5,<10,Pvt Ltd,0.0
11603,city_21,Male,No relevent experience,Full time course,Graduate,STEM,7,100-500,Funded Startup,0.0
5791,city_75,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,0.0
12785,city_50,Male,No relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,0.0
1783,city_40,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,0.0
9539,city_36,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,0.0
31067,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,1000-4999,Pvt Ltd,0.0
14990,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,0.0
9814,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,NGO,0.0
6479,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10/49,Pvt Ltd,0.0
27081,city_114,Male,Has relevent experience,Full time course,Graduate,STEM,9,10/49,Pvt Ltd,0.0
12217,city_16,Male,Has relevent experience,Part time course,Graduate,STEM,10,50-99,Pvt Ltd,0.0
7688,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Pvt Ltd,0.0
324,city_102,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,0.0
25235,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,0.0
5647,city_26,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,0.0
20708,city_16,Male,No relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,0.0
11784,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,1.0
26267,city_160,Male,Has relevent experience,Full time course,Graduate,STEM,8,100-500,Funded Startup,0.0
6090,city_114,Male,Has relevent experience,no_enrollment,Graduate,Humanities,19,50-99,Pvt Ltd,0.0
5339,city_97,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,1.0
2692,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,0.0
22689,city_98,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,0.0
29594,city_103,Male,Has relevent experience,no_enrollment,Graduate,Other,18,5000-9999,Pvt Ltd,0.0
2486,city_36,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,0.0
24907,city_76,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,0.0
8366,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,16,500-999,Funded Startup,0.0
10550,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1.0
19628,city_145,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Early Stage Startup,0.0
14326,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,0.0
2385,city_75,Male,No relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,0.0
13646,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Funded Startup,0.0
16603,city_114,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,10/49,Pvt Ltd,0.0
26839,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10/49,Early Stage Startup,0.0
10286,city_114,Male,No relevent experience,Full time course,Graduate,STEM,10,100-500,Pvt Ltd,1.0
25204,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,0.0
2154,city_50,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,0.0
9684,city_10,Male,Has relevent experience,no_enrollment,Masters,STEM,17,<10,Early Stage Startup,0.0
22047,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,15,5000-9999,Pvt Ltd,0.0
27955,city_50,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1.0
30622,city_128,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,1.0
19440,city_11,Male,Has relevent experience,Part time course,Graduate,STEM,2,50-99,Pvt Ltd,1.0
13587,city_114,Male,No relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,0.0
24653,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,0.0
2473,city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,NGO,0.0
7371,city_103,Male,No relevent experience,no_enrollment,Phd,STEM,14,1000-4999,Pvt Ltd,0.0
6960,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,0.0
16105,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,1.0
2186,city_16,Male,Has relevent experience,no_enrollment,Phd,Other,>20,50-99,Pvt Ltd,0.0
30335,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Early Stage Startup,1.0
13926,city_103,Male,Has relevent experience,Full time course,Graduate,STEM,7,1000-4999,Pvt Ltd,0.0
615,city_67,Male,Has relevent experience,Part time course,Graduate,STEM,4,<10,Pvt Ltd,0.0
25396,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,0.0
16259,city_165,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,NGO,1.0
30945,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1.0
8628,city_84,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,0.0
17536,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,0.0
18824,city_114,Male,No relevent experience,no_enrollment,Masters,Other,>20,10000+,Pvt Ltd,0.0
13502,city_136,Male,No relevent experience,Part time course,Masters,STEM,3,1000-4999,Pvt Ltd,0.0
22845,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1.0
13152,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Funded Startup,0.0
20248,city_102,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,0.0
14059,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,0.0
2730,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,0.0
21933,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,0.0
19380,city_103,Male,Has relevent experience,Part time course,Graduate,STEM,>20,500-999,Public Sector,1.0
2443,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10/49,Pvt Ltd,0.0
7750,city_45,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,0.0
8992,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,0.0
33000,city_90,Male,Has relevent experience,Part time course,Graduate,STEM,7,10/49,Early Stage Startup,0.0
27175,city_25,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Pvt Ltd,0.0
8227,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,0.0
15705,city_162,Male,Has relevent experience,Full time course,Graduate,STEM,3,<10,Funded Startup,1.0
1984,city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,1.0
19090,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,0.0
19326,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,0.0
5834,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,0.0
22220,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,0.0
5164,city_114,Male,Has relevent experience,Full time course,Graduate,STEM,>20,1000-4999,NGO,0.0
3102,city_136,Male,Has relevent experience,no_enrollment,Phd,STEM,18,10/49,Pvt Ltd,0.0
15261,city_83,Male,Has relevent experience,Part time course,Masters,STEM,6,10000+,Pvt Ltd,0.0
10992,city_102,Male,No relevent experience,no_enrollment,Graduate,Humanities,1,1000-4999,Pvt Ltd,0.0
32345,city_64,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,NGO,0.0
4665,city_104,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,50-99,NGO,0.0
7735,city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,0.0
22663,city_16,Male,Has relevent experience,no_enrollment,Graduate,Humanities,<1,10/49,Funded Startup,0.0
11453,city_114,Male,No relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,0.0
2906,city_105,Male,Has relevent experience,Part time course,Graduate,STEM,4,100-500,Pvt Ltd,0.0
3416,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,0.0
4131,city_103,Male,No relevent experience,no_enrollment,Phd,STEM,>20,5000-9999,NGO,0.0
7451,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1.0
27369,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,0.0
827,city_97,Male,No relevent experience,no_enrollment,Phd,STEM,13,10000+,Public Sector,0.0
31680,city_114,Male,No relevent experience,no_enrollment,Masters,Humanities,11,50-99,Pvt Ltd,0.0
14758,city_114,Male,No relevent experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,0.0
22369,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,0.0
6780,city_46,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,1.0
14484,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Early Stage Startup,0.0
7974,city_128,Male,Has relevent experience,Full time course,Masters,STEM,8,5000-9999,Public Sector,0.0
22681,city_20,Male,Has relevent experience,Part time course,Graduate,STEM,8,50-99,Pvt Ltd,0.0
29898,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,11,500-999,Pvt Ltd,0.0
10906,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,1000-4999,Pvt Ltd,0.0
9260,city_21,Male,Has relevent experience,Part time course,Masters,STEM,3,100-500,Pvt Ltd,0.0
13515,city_76,Male,Has relevent experience,Full time course,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
22467,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Funded Startup,1.0
124,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1.0
3065,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,0.0
18919,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Pvt Ltd,0.0
29551,city_16,Male,Has relevent experience,Part time course,Masters,STEM,>20,50-99,Pvt Ltd,0.0
15556,city_64,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,0.0
2504,city_165,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,0.0
7596,city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,10,50-99,Pvt Ltd,0.0
31091,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,0.0
1037,city_10,Male,Has relevent experience,no_enrollment,Masters,STEM,19,100-500,Pvt Ltd,0.0
30952,city_16,Male,No relevent experience,Part time course,Graduate,STEM,3,1000-4999,Public Sector,0.0
16891,city_23,Male,Has relevent experience,Part time course,Graduate,STEM,16,10000+,Pvt Ltd,0.0
29733,city_16,Male,Has relevent experience,no_enrollment,Graduate,Arts,19,500-999,NGO,0.0
29426,city_160,Male,No relevent experience,no_enrollment,Masters,STEM,<1,50-99,Pvt Ltd,0.0
5317,city_23,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,0.0
14576,city_128,Male,Has relevent experience,no_enrollment,Graduate,Other,6,50-99,Pvt Ltd,0.0
7006,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,0.0
17061,city_115,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,0.0
1742,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,NGO,0.0
13580,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,0.0
5175,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
14228,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,0.0
16344,city_114,Male,No relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,0.0
22987,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,0.0
22433,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,0.0
17946,city_136,Male,No relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,0.0
5735,city_159,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Funded Startup,0.0
31189,city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Public Sector,1.0
19608,city_102,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,0.0
9129,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,Funded Startup,0.0
9122,city_144,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,13,100-500,Public Sector,0.0
24004,city_74,Male,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Pvt Ltd,0.0
30206,city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,1.0
8360,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,0.0
23143,city_103,Male,Has relevent experience,no_enrollment,Graduate,Other,9,10/49,Pvt Ltd,0.0
33143,city_103,Male,No relevent experience,Full time course,Graduate,No Major,1,1000-4999,NGO,1.0
12688,city_114,Male,No relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,0.0
10176,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,0.0
29329,city_57,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
69,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,1.0
28553,city_103,Male,No relevent experience,no_enrollment,Masters,Humanities,15,50-99,Funded Startup,0.0
22522,city_61,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Early Stage Startup,0.0
764,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
22293,city_103,Male,Has relevent experience,Part time course,Graduate,STEM,19,5000-9999,Pvt Ltd,0.0
31843,city_97,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,0.0
20617,city_16,Male,Has relevent experience,Full time course,Graduate,STEM,6,<10,Pvt Ltd,0.0
4360,city_160,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,0.0
16993,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,0.0
16979,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,0.0
29821,city_118,Male,Has relevent experience,no_enrollment,Graduate,Other,13,50-99,Funded Startup,0.0
